"V1" "V2"
"80" 360.787 4.38000000000005
"81" 364.381 3.59399999999999
"82" 370.658 6.27699999999999
"83" 377.763 7.10500000000002
"84" 381.691 3.928
"85" 388.279 6.58799999999997
"86" 392.873 4.59399999999999
"87" 398.98 6.10700000000003
"88" 404.838 5.858
"89" 410.232 5.39400000000001
"90" 414.771 4.53899999999999
"91" 420.641 5.87
"92" 426.994 6.35300000000001
"93" 430.65 3.65600000000001
"94" 436.777 6.12699999999995
"95" 442.174 5.39700000000005
"96" 447.654 5.47999999999996
"97" 453.654 6
"98" 459.427 5.77300000000002
"99" 464.367 4.94
"100" 469.792 5.42500000000001
"101" 474.65 4.858
"102" 479.521 4.87099999999998
"103" 485.677 6.156
"104" 492.413 6.73599999999999
"105" 497.128 4.71499999999997
"106" 502.622 5.49400000000003
"107" 509.936 7.31400000000002
"108" 514.09 4.154
"109" 517.753 3.66300000000001
"110" 524.806 7.053
"111" 530.352 5.54599999999994
"112" 535.504 5.15200000000004
"113" 540.083 4.57899999999995
"114" 546.699 6.61599999999999
"115" 553.452 6.75300000000004
"116" 558.796 5.34400000000005
"117" 563.964 5.16800000000001
"118" 568.783 4.81899999999996
"119" 574.922 6.13900000000001
"120" 579.395 4.47299999999996
"121" 584.993 5.59800000000007
"122" 590.02 5.02699999999993
"123" 595.733 5.71300000000008
"124" 600.795 5.0619999999999
"125" 605.371 4.57600000000002
"126" 612.669 7.298
"127" 621.983 9.31400000000008
"128" 631.861 9.87799999999993
"129" 639.207 7.346
"130" 644.251 5.04399999999998
"131" 653.293 9.04200000000003
"132" 659.074 5.78100000000006
"133" 670.806 11.7320000000000
"134" 677.829 7.02300000000002
"135" 683.871 6.04199999999992
"136" 694.766 10.8950000000000
"137" 701.288 6.52200000000005
"138" 709.845 8.55700000000002
"139" 716.215 6.37
"140" 725.033 8.81799999999998
"141" 732.565 7.53200000000004
"142" 741.119 8.55399999999997
"143" 748.103 6.98400000000004
"144" 755.598 7.495
"145" 763.309 7.7109999999999
"146" 771.96 8.65100000000007
"147" 778.038 6.07799999999997
"148" 785.367 7.32899999999995
"149" 795.081 9.71400000000006
"150" 802.805 7.72400000000005
"151" 808.496 5.69099999999992
"152" 820.74 12.2440000000000
"153" 828.015 7.27499999999998
"154" 834.28 6.26499999999999
"155" 841.684 7.404
"156" 851.784 10.1000000000000
"157" 857.379 5.59500000000003
"158" 867.854 10.4750000000000
"159" 874.019 6.16499999999996
"160" 882.339 8.32000000000005
"161" 890.389 8.04999999999995
"162" 897.762 7.37300000000005
"163" 905.75 7.98799999999994
"164" 911.938 6.18799999999999
"165" 921.346 9.40800000000002
"166" 926.169 4.82299999999998
"167" 932.361 6.19200000000001
"168" 936.927 4.56600000000003
"169" 941.627 4.70000000000005
"170" 946.74 5.11299999999994
"171" 951.408 4.66800000000001
"172" 955.257 3.84900000000005
"173" 959.746 4.48899999999992
"174" 963.565 3.81900000000007
"175" 968.437 4.87199999999996
"176" 972.611 4.17399999999998
"177" 977.07 4.45900000000006
"178" 980.725 3.65499999999997
"179" 985.244 4.51900000000001
"180" 989.315 4.07100000000003
"181" 993.638 4.32299999999998
"182" 998.762 5.12400000000002
"183" 1002.931 4.16899999999998
"184" 1006.206 3.27499999999998
"185" 1010.418 4.21199999999999
"186" 1014.918 4.5
"187" 1018.989 4.07100000000003
"188" 1024.305 5.31600000000003
"189" 1027.735 3.43000000000006
"190" 1031.387 3.65199999999982
"191" 1035.881 4.49400000000014
"192" 1040.221 4.33999999999992
"193" 1044.035 3.81400000000008
"194" 1048.218 4.18299999999999
"195" 1051.97 3.75199999999995
"196" 1056.382 4.41200000000003
"197" 1060.751 4.36899999999991
"198" 1064.424 3.673
"199" 1069.961 5.53700000000003
"200" 1074.407 4.44599999999991
"201" 1078.678 4.27100000000019
"202" 1081.384 2.70599999999990
"203" 1086.817 5.43299999999999
"204" 1091.114 4.29700000000003
"205" 1096.092 4.97800000000007
"206" 1100.421 4.32899999999995
"207" 1103.879 3.45800000000008
"208" 1108.555 4.67599999999993
"209" 1112.078 3.52299999999991
"210" 1117.577 5.49900000000002
"211" 1121.191 3.61400000000003
"212" 1125.25 4.05899999999997
"213" 1130.213 4.96299999999997
"214" 1135.015 4.80200000000013
"215" 1138.7 3.68499999999995
"216" 1142.109 3.40899999999988
"217" 1148.288 6.17900000000009
"218" 1152.048 3.75999999999999
"219" 1157.028 4.98000000000002
"220" 1160.668 3.6400000000001
"221" 1164.231 3.56299999999987
"222" 1168.528 4.29700000000003
"223" 1172.536 4.00800000000004
"224" 1177.623 5.08699999999999
"225" 1181.206 3.58300000000008
"226" 1185.218 4.01199999999994
"227" 1191.024 5.80600000000004
"228" 1193.696 2.6719999999998
"229" 1199.47 5.77400000000011
